CodAerolinea|IDAerolinea|AeropuertoOrigen|AeropuertoOrigenID|AeropuertoDestino|AeropuertoDestinoID|OperadoCarrier|Stops|Equipamiento|TicketsVendidos|Lugares|PrecioTicket|KilometrosTotales|Fecha|ocupacion
2N|3652|ARN|737|KRF|718||0|ATP|21|37|74.39|1918.46|2023-01-01|56.75675675675676
2N|3652|ARN|737|LYC|719||0|ATP|159|235|54.0|2873.18|2023-01-01|67.65957446808511
2N|3652|ARN|737|MHQ|442||0|SF3|52|69|66.35|7555.599999999999|2023-01-01|75.36231884057972
2N|3652|ARN|737|POR|448||0|SF3|84|118|70.93|1577.46|2023-01-01|71.1864406779661
2N|3652|ARN|737|TRF|664||0|SF3|51|79|65.29|6557.7|2023-01-01|64.55696202531645
2N|3652|ARN|737|VBY|746||0|SF3 ATP|120|177|57.96|3382.37|2023-01-01|67.79661016949152
2N|3652|GEV|715|ARN|737||0|ATP|170|208|65.63|1334.1|2023-01-01|81.73076923076923
2N|3652|HAD|709|ARN|737||0|SF3 ATP|192|240|79.66|1427.69|2023-01-01|80.0
2N|3652|HAD|709|JKG|688||0|ATP SF3|23|38|69.55|2465.5|2023-01-01|60.526315789473685
2N|3652|HMV|5599|VHM|729||0|SF3|62|104|51.9|3586.53|2023-01-01|59.61538461538461
2N|3652|JKG|688|HAD|709||0|ATP SF3|297|360|64.27|2087.2|2023-01-01|82.5
2N|3652|KRF|718|ARN|737||0|ATP|205|258|63.21|2201.83|2023-01-01|79.45736434108527
2N|3652|KRF|718|GEV|715||0|ATP|156|205|66.85|1915.71|2023-01-01|76.09756097560975
2N|3652|KSD|5595|ARN|737||0|SF3|295|359|64.26|2009.35|2023-01-01|82.17270194986072
2N|3652|LYC|719|AJR|730||0|ATP|114|156|69.13|1125.44|2023-01-01|73.07692307692307
2N|3652|LYC|719|ARN|737||0|ATP|225|278|67.94|7891.900000000001|2023-01-01|80.93525179856115
2N|3652|MHQ|442|ARN|737||0|SF3|255|302|75.12|1220.95|2023-01-01|84.43708609271523
2N|3652|OER|722|ARN|737||0|ATR|220|276|76.33|846.27|2023-01-01|79.71014492753623
2N|3652|OSL|644|VXO|711||0|SF3|165|230|65.33|2474.69|2023-01-01|71.73913043478261
2N|3652|POR|448|KOK|435||0|SF3|121|211|67.36|4030.7999999999997|2023-01-01|57.345971563981045
2N|3652|TKU|460|MHQ|442||0|SF3|192|258|55.36|6816.7|2023-01-01|74.4186046511628
2N|3652|VHM|729|HMV|5599||0|SF3|100|147|53.69|838.1|2023-01-01|68.02721088435374
2N|3652|VXO|711|ARN|737||0|SF3|176|272|66.42|1114.81|2023-01-01|64.70588235294117
2O|146|ADQ|3531|OLH|7163||0|BNI|233|300|76.6|850.62|2023-01-01|77.66666666666666
2O|146|AOS|7167|KZB|7176||0|BNI|120|209|74.47|815.75|2023-01-01|57.41626794258373
2O|146|KKB|7168|SYB|7173||0|BNI|79|138|52.51|1959.49|2023-01-01|57.2463768115942
2O|146|KLN|7162|KYK|7161||0|BNI|87|104|75.24|1455.34|2023-01-01|83.65384615384616
2O|146|KOZ|7164|ORI|7165||0|BNI|169|250|64.22|4645.71|2023-01-01|67.60000000000001
2O|146|SYB|7173|KPR|7172||0|BNI|45|75|57.0|1477.12|2023-01-01|60.0
2P|897|BXU|4200|MNL|2397||0|320|345|428|70.52|1653.41|2023-01-01|80.60747663551402
2P|897|CBO|2399|MNL|2397||0|320|230|287|62.92|4180.1|2023-01-01|80.13937282229965
2P|897|CGY|2400|MNL|2397||0|320|186|244|52.93|1634.85|2023-01-01|76.22950819672131
2P|897|DWC|8076|MNL|2397||0|330|75|132|57.81|3333.58|2023-01-01|56.81818181818182
2P|897|GES|6011|MNL|2397|Y|0|320|246|320|67.16|5741.3|2023-01-01|76.875
2P|897|MNL|2397|BXU|4200||0|320|246|339|57.88|2028.8|2023-01-01|72.56637168141593
2P|897|MNL|2397|CBO|2399||0|320|165|234|70.19|1007.13|2023-01-01|70.51282051282051
2P|897|MNL|2397|CRM|6024||0|DH4|280|351|62.91|819.2|2023-01-01|79.77207977207978
2P|897|MNL|2397|DGT|2425||0|320|244|324|63.91|4099.66|2023-01-01|75.30864197530865
2P|897|MNL|2397|GES|6011|Y|0|320|240|338|68.05|2589.66|2023-01-01|71.00591715976331
2P|897|MNL|2397|KLO|2430||0|320|184|225|67.55|3314.58|2023-01-01|81.77777777777779
2P|897|MNL|2397|LGP|4203||0|320|44|78|70.89|1136.28|2023-01-01|56.41025641025641
2P|897|MNL|2397|MPH|4002||0|DH3|298|375|55.87|3092.68|2023-01-01|79.46666666666667
2P|897|MNL|2397|OZC|4204||0|320|154|245|50.13|2655.5|2023-01-01|62.857142857142854
2P|897|MNL|2397|PPS|2433||0|320|294|368|69.18|7872.200000000001|2023-01-01|79.8913043478261
2P|897|MNL|2397|RXS|6026||0|320|78|92|63.38|1711.3999999999999|2023-01-01|84.78260869565217
2P|897|MNL|2397|TUG|6021||0|DH4|119|157|75.95|3268.0|2023-01-01|75.79617834394905
2P|897|PPS|2433|MNL|2397||0|320|153|206|57.08|1587.58|2023-01-01|74.27184466019418
2P|897|RXS|6026|MNL|2397||0|320|88|146|78.15|1664.3|2023-01-01|60.273972602739725
2Z|1729|AUX|7376|PMW|4214||0|AT7|143|238|60.27|4344.17|2023-01-01|60.08403361344538
2Z|1729|BSB|2531|RAO|2613||0|AT7|224|273|54.04|1315.41|2023-01-01|82.05128205128204
2Z|1729|CAC|2535|GRU|2564||0|AT7|35|56|73.84|1328.62|2023-01-01|62.5
2Z|1729|CGB|2548|GYN|2562||0|AT7|159|214|55.93|6840.599999999999|2023-01-01|74.29906542056075
2Z|1729|GRU|2564|CAC|2535||0|AT7|101|170|76.3|848.54|2023-01-01|59.411764705882355
2Z|1729|GRU|2564|RAO|2613||0|AT7|205|290|66.91|1262.47|2023-01-01|70.6896551724138
2Z|1729|GYN|2562|CGB|2548||0|AT7|92|158|56.32|3087.1|2023-01-01|58.22784810126582
2Z|1729|GYN|2562|PMW|4214||0|AT7|248|333|78.29|7274.099999999999|2023-01-01|74.47447447447448
2Z|1729|PMW|4214|AUX|7376||0|AT7|253|348|61.02|3093.74|2023-01-01|72.70114942528735
2Z|1729|RAO|2613|GYN|2562||0|AT7|290|369|78.62|1672.53|2023-01-01|78.59078590785907
2Z|1729|RAO|2613|PLU|2528||0|AT7|349|413|79.69|3038.01|2023-01-01|84.50363196125909
2Z|1729|UBA|2635|GRU|2564||0|AT7|139|227|65.48|6993.25|2023-01-01|61.23348017621145
2Z|1729|UDI|2633|GYN|2562||0|AT7|248|307|59.37|7419.0|2023-01-01|80.78175895765473
3E|10739|BRL|5726|ORD|3830||0|CNC|126|193|74.72|1129.7|2023-01-01|65.28497409326425
3E|10739|DEC|4042|STL|3678||0|CNC|197|238|76.88|1625.09|2023-01-01|82.77310924369748
3E|10739|JBR|3591|STL|3678||0|CNC|213|252|56.84|2435.23|2023-01-01|84.52380952380952
3E|10739|ORD|3830|BRL|5726||0|CNC|144|213|73.49|6318.0|2023-01-01|67.6056338028169
3E|10739|STL|3678|BRL|5726||0|CNC|173|256|61.98|3745.7999999999997|2023-01-01|67.578125
3E|10739|STL|3678|DEC|4042||0|CNC|239|325|64.46|4818.8|2023-01-01|73.53846153846155
3E|10739|STL|3678|JBR|3591||0|CNC|94|174|73.18|3233.27|2023-01-01|54.02298850574713
3F|16262|CGA|7144|HYL|7145||0|DHP|120|144|71.53|6819.2|2023-01-01|83.33333333333334
3F|16262|HYL|7145|KTB|7147||0|DHP|255|354|65.88|1405.76|2023-01-01|72.03389830508475
3F|16262|KTB|7147|HYL|7145||0|DHP|224|322|64.47|885.58|2023-01-01|69.56521739130434
3F|16262|KTB|7147|KTN|3808||0|DHP|152|191|76.92|1680.68|2023-01-01|79.58115183246073
3F|16262|KTN|3808|HYL|7145||0|DHP|287|345|63.32|2767.64|2023-01-01|83.18840579710145
3F|16262|KTN|3808|MTM|7146||0|DHP|123|216|68.04|6453.7|2023-01-01|56.94444444444444
3G|595|ACC|248|DKR|1084||0|319|227|280|71.57|3813.95|2023-01-01|81.07142857142857
3G|595|ACC|248|LOS|273||0|319|105|176|65.21|1713.1|2023-01-01|59.65909090909091
3G|595|ACC|248|ROB|1063||0|319|186|249|72.04|947.67|2023-01-01|74.69879518072288
3G|595|BJL|1050|FNA|1059||0|319|170|259|58.79|2847.92|2023-01-01|65.63706563706563
3G|595|DKR|1084|ACC|248||0|319|53|100|60.28|2503.1|2023-01-01|53.0
3G|595|DKR|1084|BJL|1050||0|319|101|201|66.63|3814.3|2023-01-01|50.24875621890548
3G|595|DKR|1084|FNA|1059||0|319|124|171|53.15|3558.25|2023-01-01|72.51461988304094
3G|595|DKR|1084|LOS|273||0|319|123|150|79.18|1606.1000000000001|2023-01-01|82.0
3G|595|DLA|897|LOS|273||0|319|192|276|63.34|3293.56|2023-01-01|69.56521739130434
3G|595|FNA|1059|BJL|1050||0|319|303|359|70.64|1101.2|2023-01-01|84.40111420612814
3G|595|FNA|1059|LGW|502||0|319|181|258|62.79|2781.82|2023-01-01|70.15503875968993
3G|595|FNA|1059|ROB|1063||0|319|83|138|60.64|3551.3999999999996|2023-01-01|60.14492753623188
3G|595|LOS|273|ACC|248||0|319|200|260|55.92|2187.39|2023-01-01|76.92307692307693
3G|595|LOS|273|DKR|1084||0|319|280|376|56.58|4561.6|2023-01-01|74.46808510638297
3G|595|LOS|273|DLA|897||0|319|50|81|78.61|2282.27|2023-01-01|61.72839506172839
3G|595|LOS|273|ROB|1063||0|319|220|291|65.51|1187.94|2023-01-01|75.60137457044674
3G|595|OXB|5665|DKR|1084||0|319|237|310|55.89|862.69|2023-01-01|76.45161290322581
3G|595|ROB|1063|ACC|248||0|319|299|384|66.17|824.52|2023-01-01|77.86458333333334
3G|595|ROB|1063|FNA|1059||0|319|222|284|53.35|7631.799999999999|2023-01-01|78.16901408450704
3G|595|ROB|1063|LOS|273||0|319|222|300|62.39|1659.15|2023-01-01|74.0
3H|\N|AKV|5506|YIK|5504||0|DH8|108|180|68.35|1493.4|2023-01-01|60.0
3H|\N|AKV|5506|YPX|6727||0|DH8|207|291|55.27|6955.4|2023-01-01|71.1340206185567
3H|\N|XGR|5512|YVP|154||0|DHT BET|342|410|50.81|4708.6|2023-01-01|83.41463414634146
3H|\N|YGL|62|YGW|5496||0|DHT|118|169|64.65|944.59|2023-01-01|69.8224852071006
3H|\N|YGL|62|YPX|6727||0|73M|216|272|57.67|1283.03|2023-01-01|79.41176470588235
3H|\N|YGL|62|YUL|146||0|73M|158|257|71.36|1219.87|2023-01-01|61.478599221789885
3H|\N|YGW|5496|YPH|5520||0|BET|123|148|51.21|2822.11|2023-01-01|83.1081081081081
3H|\N|YGW|5496|YUL|146||0|DH8|136|172|71.96|2798.9|2023-01-01|79.06976744186046
3H|\N|YGW|5496|YUY|149||0|DH8|137|164|75.19|1491.02|2023-01-01|83.53658536585365
3H|\N|YIK|5504|AKV|5506||0|DH8|329|400|61.12|2604.27|2023-01-01|82.25
3H|\N|YIK|5504|YZG|5535||0|DH8|198|278|72.26|2462.38|2023-01-01|71.22302158273382
3H|\N|YKG|5481|YQC|5499||0|DH8|244|297|64.0|878.85|2023-01-01|82.15488215488216
3H|\N|YPH|5520|YPX|6727||0|DH8 BET|307|387|61.81|1044.71|2023-01-01|79.32816537467701
3H|\N|YPH|5520|YUD|5515||0|DH8|65|114|76.53|3683.1|2023-01-01|57.01754385964912
3H|\N|YPJ|5508|YKG|5481||0|DHT DH8|86|171|72.92|9315.68|2023-01-01|50.29239766081871
3H|\N|YPJ|5508|YTQ|6728||0|DHT DH8|150|177|79.11|6225.4|2023-01-01|84.7457627118644
3H|\N|YPX|6727|AKV|5506||0|DH8|227|304|60.96|5301.59|2023-01-01|74.67105263157895
3H|\N|YPX|6727|YGL|62||0|73M|200|272|56.82|2738.32|2023-01-01|73.52941176470588
3H|\N|YPX|6727|YPH|5520||0|DH8|194|294|77.93|2850.66|2023-01-01|65.98639455782312
3H|\N|YQC|5499|YWB|7253||0|DH8|133|199|67.03|1420.59|2023-01-01|66.83417085427136
3H|\N|YSK|5529|YGW|5496||0|DH8|277|343|62.64|2547.83|2023-01-01|80.75801749271136
3H|\N|YSK|5529|YUD|5515||0|DH8|149|180|65.44|5357.5|2023-01-01|82.77777777777777
3H|\N|YTQ|6728|YPJ|5508||0|DHT DH8|325|386|55.59|827.13|2023-01-01|84.19689119170984
3H|\N|YUD|5515|YSK|5529||0|DH8|302|388|71.74|4791.4|2023-01-01|77.83505154639175
3H|\N|YUL|146|YGL|62||0|73M|57|97|70.52|2562.12|2023-01-01|58.76288659793815
3H|\N|YUL|146|YQB|111||0|DH8|154|214|71.31|2606.59|2023-01-01|71.96261682242991
3H|\N|YUL|146|YUY|149||0|DH8|114|145|76.14|807.39|2023-01-01|78.62068965517241
3H|\N|YVP|154|YGW|5496||0|BET|140|180|78.37|1330.92|2023-01-01|77.77777777777779
3H|\N|YVP|154|YKG|5481||0|DH8|269|331|64.88|937.08|2023-01-01|81.2688821752266
3H|\N|YVP|154|YKL|80||0|DH8 BET|172|272|72.02|6752.1|2023-01-01|63.23529411764706
3H|\N|YVP|154|YPJ|5508||0|DHT|120|211|50.03|819.13|2023-01-01|56.872037914691944
3H|\N|YVP|154|YPX|6727||0|BET|120|174|75.67|1466.86|2023-01-01|68.96551724137932
3H|\N|YWB|7253|YQC|5499||0|DH8|98|170|76.19|1830.0|2023-01-01|57.647058823529406
3H|\N|YWK|161|YZV|202||0|BET|277|335|77.88|2582.0|2023-01-01|82.68656716417911
3H|\N|YZG|5535|YIK|5504||0|DH8|64|88|56.11|3675.09|2023-01-01|72.72727272727273
3H|\N|YZV|202|YKL|80||0|BET DH8|210|282|59.32|1527.91|2023-01-01|74.46808510638297
3H|\N|YZV|202|YWK|161||0|BET|159|223|62.48|1853.91|2023-01-01|71.30044843049326
3J|5521|JIB|4119|JED|2072||0|737|327|394|54.33|1655.27|2023-01-01|82.99492385786802
3K|3021|HGH|3386|SIN|3316||0|320|284|361|73.57|1892.5|2023-01-01|78.67036011080333
3K|3021|HKG|3077|SIN|3316||0|320|57|109|79.42|2343.7|2023-01-01|52.293577981651374
3K|3021|MNL|2397|KIX|3992||0|320|151|191|71.04|3849.67|2023-01-01|79.05759162303664
3K|3021|MNL|2397|SIN|3316||0|320|247|323|55.98|1335.19|2023-01-01|76.47058823529412
3K|3021|PEN|3308|SIN|3316||0|320|311|371|52.23|5837.4|2023-01-01|83.82749326145552
3K|3021|PER|3351|SIN|3316||0|320|200|260|68.93|1605.19|2023-01-01|76.92307692307693
3K|3021|PNH|3034|SIN|3316||0|320|312|393|79.9|4865.400000000001|2023-01-01|79.38931297709924
3K|3021|REP|3035|SIN|3316||0|320|287|351|75.49|989.22|2023-01-01|81.76638176638177
3K|3021|SGN|3205|SIN|3316||0|320|218|300|79.31|1985.9|2023-01-01|72.66666666666667
3K|3021|SIN|3316|HKG|3077||0|320|106|173|58.61|4810.0|2023-01-01|61.27167630057804
3K|3021|SIN|3316|HKT|3179||0|320|233|312|69.65|1384.42|2023-01-01|74.67948717948718
3K|3021|SIN|3316|KUL|3304||0|320|326|389|78.32|5431.3|2023-01-01|83.80462724935732
3K|3021|SIN|3316|MNL|2397||0|320|97|182|60.07|849.7|2023-01-01|53.2967032967033
3K|3021|SIN|3316|PEN|3308||0|320|231|300|51.01|2245.79|2023-01-01|77.0
3K|3021|SIN|3316|PER|3351||0|320|171|207|50.34|1268.7|2023-01-01|82.6086956521739
3K|3021|SIN|3316|PNH|3034||0|320|269|368|56.9|3376.05|2023-01-01|73.09782608695652
3K|3021|SIN|3316|REP|3035||0|320|122|175|57.59|1354.66|2023-01-01|69.71428571428572
3K|3021|SIN|3316|TPE|2276||0|320|173|224|73.22|2329.19|2023-01-01|77.23214285714286
3K|3021|TPE|2276|SIN|3316||0|320|219|282|61.67|1096.3|2023-01-01|77.6595744680851
3L|2916|ACH|1679|EBA|1558||0|DH3|98|120|78.9|934.38|2023-01-01|81.66666666666667
3L|2916|DRS|338|ZRH|1678||0|DH3|124|157|61.55|962.06|2023-01-01|78.98089171974523
3L|2916|EBA|1558|MUC|346||0|DH3|137|213|73.72|2050.5|2023-01-01|64.31924882629107
3L|2916|FDH|382|DUS|345||0|DH3|198|268|56.06|1566.98|2023-01-01|73.88059701492537
3L|2916|FDH|382|EBA|1558||0|DH3|178|215|61.3|2871.7|2023-01-01|82.7906976744186
3L|2916|FDH|382|OLB|1520||0|AT7|31|38|70.55|1265.97|2023-01-01|81.57894736842105
3L|2916|FDH|382|TXL|351||0|AT7|158|200|55.28|2496.74|2023-01-01|79.0
3L|2916|FMM|3986|NAP|1561||0|AT7|158|192|60.15|7887.200000000001|2023-01-01|82.29166666666666
3L|2916|MUC|346|EBA|1558||0|DH3|179|271|60.19|5131.599999999999|2023-01-01|66.05166051660517
3L|2916|NAP|1561|FMM|3986||0|AT7|223|274|73.9|903.33|2023-01-01|81.38686131386861
3L|2916|OLB|1520|FDH|382||0|AT7|283|368|57.2|2771.32|2023-01-01|76.90217391304348
3L|2916|TXL|351|FDH|382||0|AT7|71|122|77.59|2201.74|2023-01-01|58.19672131147541
3L|2916|ZAD|1209|FDH|382||0|AT7|63|99|63.71|3468.7|2023-01-01|63.63636363636363
3L|2916|ZRH|1678|SZG|1612||0|DH3|154|189|55.06|2450.48|2023-01-01|81.48148148148148
3M|\N|ATL|3682|MCN|3754||0|SF3|67|96|66.48|1878.1999999999998|2023-01-01|69.79166666666666
3M|\N|ATL|3682|MEI|4335||0|SF3|54|95|78.87|1256.7|2023-01-01|56.84210526315789
3M|\N|ATL|3682|PIB|5759||0|SF3|94|185|60.73|1788.21|2023-01-01|50.810810810810814
3M|\N|ATL|3682|TUP|5773||0|SF3|299|381|66.62|2156.78|2023-01-01|78.4776902887139
3M|\N|BIM|1937|FLL|3533||0|SF3|212|250|54.88|3915.0|2023-01-01|84.8
3M|\N|ELH|1943|FLL|3533||0|SF3|225|304|51.45|3378.09|2023-01-01|74.01315789473685
3M|\N|ELH|1943|PBI|3722||0|SF3|307|381|61.5|2904.2000000000003|2023-01-01|80.5774278215223
3M|\N|EYW|3875|FLL|3533||0|SF3|95|140|65.14|6139.700000000001|2023-01-01|67.85714285714286
3M|\N|EYW|3875|TPA|3646||0|SF3|293|370|52.42|2942.16|2023-01-01|79.1891891891892
3M|\N|FLL|3533|BIM|1937||0|SF3|304|366|79.36|1277.6000000000001|2023-01-01|83.06010928961749
3M|\N|FLL|3533|ELH|1943||0|SF3|144|173|61.47|1052.95|2023-01-01|83.23699421965318
3M|\N|FLL|3533|EYW|3875||0|SF3|325|424|65.15|2795.06|2023-01-01|76.65094339622641
3M|\N|FLL|3533|GHB|1944||0|SF3|273|344|71.99|2725.8999999999996|2023-01-01|79.36046511627907
3M|\N|FLL|3533|TCB|1934||0|SF3|215|302|72.08|2672.52|2023-01-01|71.19205298013244
3M|\N|FPO|1948|FLL|3533||0|SF3|166|206|74.75|1238.75|2023-01-01|80.58252427184466
3M|\N|GHB|1944|FLL|3533||0|SF3|248|293|76.73|3959.6|2023-01-01|84.64163822525597
3M|\N|GNV|3472|MCO|3878||0|SF3|239|283|59.03|7206.5|2023-01-01|84.45229681978799
3M|\N|JAX|3712|MHH|1930||0|SF3|67|113|73.84|1321.27|2023-01-01|59.29203539823009
3M|\N|JAX|3712|TPA|3646||0|SF3|170|247|67.28|1615.77|2023-01-01|68.82591093117408
3M|\N|MCN|3754|MCO|3878||0|SF3|280|354|61.71|2932.53|2023-01-01|79.09604519774011
