CodAerolinea|IDAerolinea|AeropuertoOrigen|AeropuertoOrigenID|AeropuertoDestino|AeropuertoDestinoID|OperadoCarrier|Stops|Equipamiento|TicketsVendidos|Lugares|PrecioTicket|KilometrosTotales|Fecha|ocupacion
3K|3021|DRW|3999|SIN|3316||0|320|64|143|72.9|2144.43|2023-01-01|44.75524475524475
3K|3021|HAK|4120|SIN|3316||0|320|71|162|60.72|1026.82|2023-01-01|43.82716049382716
3K|3021|RGN|3239|SIN|3316||0|320|13|49|76.94|1084.47|2023-01-01|26.53061224489796
3K|3021|SIN|3316|DRW|3999||0|320|73|161|71.62|1484.37|2023-01-01|45.3416149068323
3L|2916|HAM|342|FDH|382||0|AT7|71|147|77.04|2446.14|2023-01-01|48.29931972789115
3M|\N|GLH|6130|TUP|5773||0|SF3|74|161|70.96|1221.0|2023-01-01|45.962732919254655
3M|\N|MCN|3754|ATL|3682||0|SF3|27|56|60.64|3711.35|2023-01-01|48.214285714285715
3M|\N|PBI|3722|MHH|1930||0|SF3|4|12|54.62|1136.16|2023-01-01|33.33333333333333
3M|\N|PNS|3564|TPA|3646||0|SF3|29|116|50.58|5511.89|2023-01-01|25.0
3M|\N|TPA|3646|EYW|3875||0|SF3|92|186|50.29|1149.14|2023-01-01|49.46236559139785
3M|\N|TPA|3646|JAX|3712||0|SF3|28|98|60.77|6659.8|2023-01-01|28.57142857142857
3O|9818|BCN|1218|CMN|1074||0|320|31|98|76.87|1477.42|2023-01-01|31.63265306122449
3O|9818|BRU|302|CMN|1074||0|320|37|107|71.93|3155.17|2023-01-01|34.57943925233645
3O|9818|BRU|302|TNG|1080||0|320|38|128|68.05|829.18|2023-01-01|29.6875
3O|9818|CMN|1074|TLS|1273||0|320|65|145|77.75|7009.9|2023-01-01|44.827586206896555
3O|9818|TNG|1080|BCN|1218||0|320|34|75|65.16|3850.67|2023-01-01|45.33333333333333
3P|5002|BON|2896|CUR|2897||0|SH6|36|129|51.29|1910.69|2023-01-01|27.906976744186046
3P|5002|LSP|2844|AUA|2895||0|SH6|62|147|76.17|2699.0|2023-01-01|42.17687074829932
3R|3545|DME|4029|SKD|2981||0|734|63|135|54.99|3328.25|2023-01-01|46.666666666666664
3R|3545|NMA|6150|DME|4029||0|734|62|124|61.17|1254.07|2023-01-01|50.0
3S|11741|SBH|6460|PTP|2881||0|DHT|17|41|61.31|6181.2|2023-01-01|41.46341463414634
3U|4608|CAN|3370|CTU|3395||0|321 320 330|5|19|63.26|1554.74|2023-01-01|26.31578947368421
3U|4608|CKG|3393|SYD|3361||0|330|78|174|68.78|1052.11|2023-01-01|44.827586206896555
3U|4608|CKG|3393|SZX|3374||0|320|49|113|66.02|992.16|2023-01-01|43.36283185840708
3U|4608|CKG|3393|XIY|3379||0|319|33|94|67.42|5208.200000000001|2023-01-01|35.1063829787234
3U|4608|CSX|3371|CKG|3393||0|319 321|65|155|59.71|2035.33|2023-01-01|41.935483870967744
3U|4608|CSX|3371|SHE|4144||0|320|24|77|78.93|2997.41|2023-01-01|31.16883116883117
3U|4608|CTU|3395|PZI|6435||0|319|39|110|72.47|1059.14|2023-01-01|35.45454545454545
3U|4608|CTU|3395|SJW|6347||0|320|24|90|65.91|2547.78|2023-01-01|26.666666666666668
3U|4608|CTU|3395|TYN|3369||0|319|36|105|67.26|1744.79|2023-01-01|34.285714285714285
3U|4608|CTU|3395|XIY|3379||0|320 319|62|154|67.37|1990.64|2023-01-01|40.25974025974026
3U|4608|FOC|3385|CSX|3371||0|320|44|93|72.79|5048.52|2023-01-01|47.31182795698925
3U|4608|HGH|3386|CGO|3375||0|320|32|65|51.13|994.91|2023-01-01|49.23076923076923
3U|4608|HKG|3077|ZHA|6357||0|319|15|31|63.82|977.78|2023-01-01|48.38709677419355
3U|4608|HRB|3400|CZX|4109||0|321|40|126|50.87|1197.8|2023-01-01|31.746031746031743
3U|4608|HRB|3400|NZH|6954||0|321|60|140|76.69|1816.61|2023-01-01|42.857142857142854
3U|4608|HRB|3400|TNA|4108||0|320 321|23|48|57.33|6580.52|2023-01-01|47.91666666666667
3U|4608|HRB|3400|WUH|3376||0|321|34|118|76.61|2924.6|2023-01-01|28.8135593220339
3U|4608|KHN|3384|CTU|3395||0|321|29|67|74.52|2939.29|2023-01-01|43.28358208955223
3U|4608|KMG|3382|CSX|3371||0|320|63|156|74.44|1967.91|2023-01-01|40.38461538461539
3U|4608|KWE|3394|WNZ|6392||0|320|77|163|78.43|5534.299999999999|2023-01-01|47.239263803680984
3U|4608|KWE|3394|XUZ|4149||0|321|56|147|60.5|7699.2|2023-01-01|38.095238095238095
3U|4608|NKG|3388|CTU|3395||0|319 320|19|68|65.97|5636.900000000001|2023-01-01|27.941176470588236
3U|4608|PEK|3364|CKG|3393||0|319 321 320|35|100|52.08|3969.6|2023-01-01|35.0
3U|4608|PVG|3406|CKG|3393||0|320 319|54|113|75.24|858.31|2023-01-01|47.78761061946903
3U|4608|SGN|3205|NNG|3373||0|320|74|153|56.96|1959.99|2023-01-01|48.36601307189542
3U|4608|SYD|3361|CKG|3393||0|330|56|123|77.21|2464.49|2023-01-01|45.52845528455284
3U|4608|SYX|4030|KWL|3372||0|320|41|92|79.65|2060.39|2023-01-01|44.565217391304344
3U|4608|SYX|4030|YBP|4110||0|319|86|185|58.1|3775.4|2023-01-01|46.48648648648649
3U|4608|TNA|4108|SYX|4030||0|321|31|63|74.77|2642.1|2023-01-01|49.2063492063492
3U|4608|XMN|3383|CTU|3395||0|320|87|177|61.25|3480.4|2023-01-01|49.152542372881356
3U|4608|XNN|6366|ZHY|8043||0|320|8|18|72.25|6861.57|2023-01-01|44.44444444444444
3U|4608|YIH|6361|CTU|3395||0|320|72|153|73.08|4083.3999999999996|2023-01-01|47.05882352941176
4G|2524|NUX|4364|UFA|2992||0|TU5|32|90|50.48|1217.05|2023-01-01|35.55555555555556
4G|2524|OVS|6140|SVX|2975||0|YK4|9|36|73.4|2505.9|2023-01-01|25.0
4G|2524|UCT|4368|VKO|2988||0|YK2|31|110|64.98|3941.1000000000004|2023-01-01|28.18181818181818
4G|2524|VKO|2988|NCU|6151||0|73G|22|69|54.35|3366.95|2023-01-01|31.88405797101449
4H|8463|DAC|3076|JED|2072||0|313|34|85|51.79|1541.4|2023-01-01|40.0
4H|8463|SPD|3073|RJH|3072||0|DH8|67|149|50.4|3202.7999999999997|2023-01-01|44.966442953020135
4H|8463|ZYL|3074|DAC|3076||0|313|35|112|77.26|2898.09|2023-01-01|31.25
4N|341|YVR|156|YLW|87||0|737|67|140|57.93|1675.15|2023-01-01|47.85714285714286
4N|341|YYC|178|YEG|49||0|737|26|78|79.21|2350.97|2023-01-01|33.33333333333333
4O|17885|CUU|1797|MEX|1824||0|320|41|91|70.37|3359.37|2023-01-01|45.05494505494506
4O|17885|MEX|1824|CUN|1852||0|320|36|117|56.57|1050.89|2023-01-01|30.76923076923077
4O|17885|MEX|1824|CUU|1797||0|320|16|64|62.33|2104.04|2023-01-01|25.0
4O|17885|MEX|1824|HMO|1807||0|320|68|148|60.13|8931.31|2023-01-01|45.94594594594595
4O|17885|MEX|1824|REX|1839||0|SU9|44|117|67.69|869.42|2023-01-01|37.60683760683761
4O|17885|MEX|1824|SJO|1885||0|320|30|76|71.99|4338.37|2023-01-01|39.473684210526315
4O|17885|MEX|1824|VSA|1853||0|320|34|125|75.32|4290.42|2023-01-01|27.200000000000003
4O|17885|MIA|3576|MEX|1824||0|320|67|166|71.85|1623.64|2023-01-01|40.36144578313253
4O|17885|MTY|1825|SAT|3621||0|320|18|50|72.11|3496.5|2023-01-01|36.0
4O|17885|PVR|1836|MEX|1824||0|320|61|125|62.41|3041.2|2023-01-01|48.8
4O|17885|SAT|3621|GDL|1804||0|320|77|156|57.47|1333.94|2023-01-01|49.358974358974365
4O|17885|SAT|3621|MEX|1824||0|320|44|116|52.99|1670.08|2023-01-01|37.93103448275862
4O|17885|SAT|3621|TLC|1850||0|320|43|105|50.42|5912.5|2023-01-01|40.95238095238095
4O|17885|SJD|1840|TLC|1850||0|320|49|142|70.73|5270.599999999999|2023-01-01|34.50704225352113
4O|17885|SJO|1885|MEX|1824||0|320|76|174|69.92|2318.69|2023-01-01|43.67816091954023
4O|17885|TLC|1850|CUN|1852||0|320|63|154|62.4|4166.9|2023-01-01|40.909090909090914
4O|17885|TLC|1850|LAS|3877||0|320|44|140|66.51|7780.700000000001|2023-01-01|31.428571428571427
4Q|10758|ISB|2223|HEA|2048||0|319|70|168|53.19|852.64|2023-01-01|41.66666666666667
4Q|10758|ISB|2223|KBL|2050||0|319|83|168|51.51|4524.79|2023-01-01|49.404761904761905
4Q|10758|KBL|2050|DXB|2188||0|319|34|111|60.77|825.89|2023-01-01|30.630630630630627
4T|1401|ZRH|1678|AYT|1688||0|320|74|171|54.86|1979.83|2023-01-01|43.27485380116959
4U|2548|AGP|1230|STR|350||0|320 319|21|42|51.92|5867.4|2023-01-01|50.0
4U|2548|ARN|737|HAM|342||0|CRJ|46|94|79.42|1823.8999999999999|2023-01-01|48.93617021276596
4U|2548|AYT|1688|CGN|344||0|320|43|103|76.86|990.63|2023-01-01|41.74757281553398
4U|2548|BDS|1506|STR|350||0|319|11|36|53.06|1117.12|2023-01-01|30.555555555555557
4U|2548|BGO|636|HAM|342||0|CRJ|22|49|65.98|7863.099999999999|2023-01-01|44.89795918367347
4U|2548|CGN|344|AYT|1688||0|320|31|76|64.29|2174.31|2023-01-01|40.78947368421053
4U|2548|CGN|344|BCN|1218||0|320 319|86|174|70.98|3921.5|2023-01-01|49.42528735632184
4U|2548|CGN|344|DUB|599||0|319|55|113|52.0|1723.85|2023-01-01|48.67256637168141
4U|2548|CGN|344|EDI|535||0|319|69|143|64.61|3498.19|2023-01-01|48.25174825174825
4U|2548|CGN|344|JMK|1468||0|319|14|56|64.2|1607.36|2023-01-01|25.0
4U|2548|CGN|344|OLB|1520||0|319|54|116|76.4|1213.4|2023-01-01|46.55172413793103
4U|2548|CGN|344|PSA|1562||0|319|47|96|60.06|5318.3|2023-01-01|48.95833333333333
4U|2548|CGN|344|SKG|1486||0|319 320|17|65|50.54|6820.599999999999|2023-01-01|26.153846153846157
4U|2548|CGN|344|SPU|1206||0|319|51|121|61.09|1607.81|2023-01-01|42.14876033057851
4U|2548|CGN|344|SUF|1508||0|319|45|139|63.2|1373.96|2023-01-01|32.37410071942446
4U|2548|CGN|344|TXL|351||0|319 320|86|177|75.79|2356.06|2023-01-01|48.58757062146893
4U|2548|CGN|344|VCE|1551||0|320 319|36|123|77.41|3394.3|2023-01-01|29.268292682926827
4U|2548|CGN|344|VIE|1613||0|319 320|31|118|74.51|3890.4|2023-01-01|26.27118644067797
4U|2548|CGN|344|XRY|1226||0|319|28|103|67.71|1999.9|2023-01-01|27.184466019417474
4U|2548|CTA|1509|HAJ|352||0|319|15|57|66.54|3947.06|2023-01-01|26.31578947368421
4U|2548|CTA|1509|STR|350||0|319|43|89|72.37|5914.2|2023-01-01|48.31460674157304
4U|2548|DUS|345|BIO|1216||0|CRJ|30|113|50.72|1249.22|2023-01-01|26.548672566371685
4U|2548|DUS|345|CWL|488||0|CRJ|66|165|65.11|2317.22|2023-01-01|40.0
4U|2548|FAO|1626|CGN|344||0|319 320|22|85|73.99|1138.99|2023-01-01|25.882352941176475
4U|2548|HAM|342|BCN|1218||0|319|65|155|75.09|5044.27|2023-01-01|41.935483870967744
4U|2548|HAM|342|MXP|1524||0|319 CRJ|38|113|68.26|1559.09|2023-01-01|33.6283185840708
4U|2548|HAM|342|NUE|347||0|CRJ|47|123|55.58|1030.0|2023-01-01|38.21138211382114
4U|2548|HAM|342|SAW|4317||0|319|46|142|62.15|1199.25|2023-01-01|32.3943661971831
4U|2548|HDF|5557|DTM|373||0|319|72|147|69.46|2627.83|2023-01-01|48.97959183673469
4U|2548|IBZ|1225|DUS|345||0|320|50|102|53.85|7904.5|2023-01-01|49.01960784313725
4U|2548|KVA|1462|CGN|344||0|319 320|28|56|77.44|948.26|2023-01-01|50.0
4U|2548|LHR|507|TXL|351||0|319 320|43|86|75.9|3811.02|2023-01-01|50.0
4U|2548|MAN|478|CGN|344||0|319|28|77|59.29|1293.61|2023-01-01|36.36363636363637
4U|2548|NAP|1561|HAM|342||0|319|18|71|59.82|2432.26|2023-01-01|25.352112676056336
4U|2548|RJK|1205|HAM|342||0|319|20|47|54.59|1837.63|2023-01-01|42.5531914893617
4U|2548|SAW|4317|STR|350||0|319|22|68|73.18|1156.13|2023-01-01|32.35294117647059
4U|2548|STR|350|AGP|1230||0|320 319|60|124|62.96|2310.92|2023-01-01|48.38709677419355
4U|2548|STR|350|DRS|338||0|319 CRJ|6|24|58.81|3049.98|2023-01-01|25.0
4U|2548|STR|350|RJK|1205||0|319|30|120|51.22|2244.25|2023-01-01|25.0
4U|2548|TUN|287|CGN|344||0|319|66|144|79.41|829.41|2023-01-01|45.83333333333333
4U|2548|VCE|1551|CGN|344||0|320 319|22|69|78.66|1236.86|2023-01-01|31.88405797101449
4U|2548|VIE|1613|HAM|342||0|319 CRJ|15|31|50.99|1133.62|2023-01-01|48.38709677419355
4W|\N|CEM|7116|IRC|7236||0|PA2|78|164|66.08|958.48|2023-01-01|47.5609756097561
4W|\N|FAI|3832|RMP|7112||0|CN1|19|56|56.31|824.97|2023-01-01|33.92857142857143
4W|\N|FAI|3832|SVS|\N||0|PA2|80|173|64.28|1623.21|2023-01-01|46.24277456647399
4W|\N|RMP|7112|FAI|3832||0|CN1|65|151|77.41|1093.5|2023-01-01|43.04635761589404
4W|\N|SVS|\N|WBQ|7115||0|PA2|66|153|64.11|2340.02|2023-01-01|43.13725490196079
4Y|1173|AKI|7217|TLT|7218||0|CNA|11|36|64.67|1949.21|2023-01-01|30.555555555555557
4Y|1173|CYF|6960|BET|3599||0|CNA|38|110|51.76|1714.84|2023-01-01|34.54545454545455
4Y|1173|KKH|7213|KWK|7096||0|CNA|15|54|59.16|3644.69|2023-01-01|27.77777777777778
4Y|1173|KUK|7094|NUP|7212||0|CNA|68|152|51.09|1674.91|2023-01-01|44.73684210526316
4Y|1173|KWT|7095|KKI|\N||0|CNA|13|49|78.08|1431.79|2023-01-01|26.53061224489796
4Y|1173|OOK|8200|TNK|8201||0|CNA|39|124|72.97|1861.54|2023-01-01|31.451612903225808
4Y|1173|WWT|8203|BET|3599||0|CNA|92|185|52.88|4289.41|2023-01-01|49.72972972972973
5C|1581|PJM|5847|SJO|1885||0|DHT|55|152|67.17|3892.51|2023-01-01|36.18421052631579
5C|1581|SJO|1885|TTQ|5842||0|CNA|23|77|53.03|3116.75|2023-01-01|29.87012987012987
5G|4496|KMS|5556|ACC|248||0|AT7|13|34|62.03|2476.5|2023-01-01|38.23529411764706
5H|8576|EDL|1138|LOK|1143||0|DH8|25|64|77.06|869.92|2023-01-01|39.0625
5H|8576|NBO|4059|LOK|1143||0|DH8|23|56|53.33|3562.64|2023-01-01|41.07142857142857
5J|1683|CAN|3370|MNL|2397||0|320|35|135|61.32|2255.45|2023-01-01|25.925925925925924
5J|1683|CEB|4206|GES|6011||0|320|78|160|54.2|1982.45|2023-01-01|48.75
5J|1683|CGY|2400|DVO|4090||0|ATR|67|141|73.47|1671.87|2023-01-01|47.5177304964539
5J|1683|DVO|4090|ZAM|2404||0|319|94|192|74.04|1634.57|2023-01-01|48.95833333333333
5J|1683|ILO|2429|PPS|2433||0|319|65|161|66.55|4603.6|2023-01-01|40.37267080745342
5J|1683|MNL|2397|BKI|3269||0|320|6|16|72.0|812.27|2023-01-01|37.5
5J|1683|MNL|2397|BKK|3885||0|320|66|138|54.89|3903.07|2023-01-01|47.82608695652174
5J|1683|MNL|2397|BWN|3272||0|320|23|80|66.66|2085.37|2023-01-01|28.749999999999996
5J|1683|MNL|2397|GES|6011||0|320|57|130|77.16|3979.98|2023-01-01|43.84615384615385
5J|1683|MNL|2397|HKT|3179||0|320|26|60|50.35|2171.21|2023-01-01|43.333333333333336
5J|1683|MNL|2397|WNP|6018||0|ATR|55|135|63.55|7520.5|2023-01-01|40.74074074074074
5N|503|ARH|4362|SVO|2985||0|735|15|47|63.34|3691.69|2023-01-01|31.914893617021278
5N|503|USK|4369|ARH|4362|Y|0|AN4|58|117|60.2|1303.33|2023-01-01|49.572649572649574
5P|10650|CCP|2656|SCL|2650||0|737|60|139|75.09|1211.28|2023-01-01|43.16546762589928
5Q|18232|EZE|3988|MVD|2816||0|AT7|70|149|58.76|3072.0|2023-01-01|46.97986577181208
5Q|18232|GRU|2564|MVD|2816||0|AT7 319|27|81|55.6|2343.8999999999996|2023-01-01|33.33333333333333
5T|1623|YCS|5487|YRT|132|Y|0|ATR AT4|42|134|71.67|1690.36|2023-01-01|31.343283582089555
5T|1623|YRT|132|YYQ|187|Y|0|ATR FRJ AT4|12|32|79.97|4226.4|2023-01-01|37.5
5T|1623|YVM|152|YXP|170||0|DH8|32|102|53.73|6724.9|2023-01-01|31.372549019607842
5T|1623|YXN|5534|YRT|132|Y|0|ATR AT4|69|155|52.05|3579.6|2023-01-01|44.516129032258064
5T|1623|YYQ|187|YEK|50|Y|0|ATR|47|94|59.75|1483.31|2023-01-01|50.0
5T|1623|YYQ|187|YTH|141|Y|0|AT4|14|49|59.24|1056.47|2023-01-01|28.57142857142857
5Z|18946|MGH|827|JNB|813||0|BEH|35|78|61.0|2793.2|2023-01-01|44.871794871794876
6E|2850|BDQ|3001|DEL|3093||0|320|29|97|63.19|2149.87|2023-01-01|29.896907216494846
6E|2850|BLR|3131|DEL|3093||0|320|30|119|77.27|2931.91|2023-01-01|25.210084033613445
6E|2850|BOM|2997|DEL|3093||0|320|32|122|66.28|2033.37|2023-01-01|26.229508196721312
6E|2850|BOM|2997|IXC|3089||0|320|72|147|57.98|1763.39|2023-01-01|48.97959183673469
6E|2850|BOM|2997|MCT|2194||0|320|49|130|74.09|2957.76|2023-01-01|37.69230769230769
6E|2850|CCU|3043|IXB|3040||0|320|14|36|65.73|2125.94|2023-01-01|38.88888888888889
6E|2850|CCU|3043|RPR|3020||0|320|84|169|75.16|3293.35|2023-01-01|49.70414201183432
6E|2850|CJB|3135|BOM|2997||0|320|40|85|60.86|5292.5|2023-01-01|47.05882352941176
6E|2850|DEL|3093|GAU|6173||0|320|88|182|52.88|7725.2|2023-01-01|48.35164835164835
6E|2850|DEL|3093|PAT|3061||0|320|47|96|62.18|1094.31|2023-01-01|48.95833333333333
6E|2850|GAU|6173|BLR|3131||0|320|18|67|59.3|3655.8999999999996|2023-01-01|26.865671641791046
6E|2850|GAU|6173|CCU|3043||0|320|57|125|66.58|1929.02|2023-01-01|45.6
6E|2850|HYD|3141|CCU|3043||0|320|54|119|70.87|2340.34|2023-01-01|45.378151260504204
6E|2850|IXC|3089|BOM|2997||0|320|64|131|50.76|4318.39|2023-01-01|48.854961832061065
6E|2850|NAG|3015|CCU|3043||0|320|32|112|50.01|1813.28|2023-01-01|28.57142857142857
6E|2850|TRV|3153|COK|3136||0|320|62|145|63.88|1714.96|2023-01-01|42.758620689655174
6H|2954|SDV|1605|ETH|1594||0|AT4|17|39|58.13|1694.1999999999998|2023-01-01|43.58974358974359
6H|2954|TLV|1590|NCE|1354||0|320|73|147|51.95|946.26|2023-01-01|49.65986394557823
6L|\N|YEV|54|YPC|4244||0|DHT|38|129|68.39|7906.599999999999|2023-01-01|29.457364341085274
6L|\N|YSY|139|YEV|54||0|DHT|5|18|74.53|926.81|2023-01-01|27.77777777777778
6R|1340|OVB|4078|MJZ|2925||0|TU5 738|73|153|78.74|6958.5|2023-01-01|47.712418300653596
6R|1340|YKS|2923|PYJ|6092||0|AN4|75|172|54.88|4309.9|2023-01-01|43.604651162790695
6R|1340|YKS|2923|ULK|9026||0|AN4|97|195|67.12|5036.7|2023-01-01|49.743589743589745
6T|5813|MDL|3222|HEH|3213||0|ATR|47|107|68.27|2310.92|2023-01-01|43.925233644859816
6T|5813|RGN|3239|NYU|4001||0|ATR|64|128|66.16|1025.6999999999998|2023-01-01|50.0
6T|5813|SNW|3236|AKY|3235||0|ATR|33|92|63.95|2071.44|2023-01-01|35.869565217391305
6T|5813|TVY|6197|MGZ|3223||0|ATR|83|166|55.07|1225.03|2023-01-01|50.0
6W|4805|DME|4029|RTW|4363||0|YK2 E90|43|103|63.42|2217.52|2023-01-01|41.74757281553398
6W|4805|MRV|2962|RTW|4363||0|YK2|29|88|51.82|2927.82|2023-01-01|32.95454545454545
7C|2994|BKK|3885|ICN|3930||0|737|27|59|77.94|2668.87|2023-01-01|45.76271186440678
7C|2994|CJJ|6008|CJU|2370||0|737|38|121|70.95|6251.3|2023-01-01|31.40495867768595
7C|2994|GUM|2246|ICN|3930||0|737|15|54|74.02|7749.2|2023-01-01|27.77777777777778
7F|2354|YCO|37|YCB|32||0|AT7|38|101|50.99|3717.5|2023-01-01|37.62376237623762
7F|2354|YCO|37|YHI|68||0|AT7|27|72|53.73|1863.17|2023-01-01|37.5
7F|2354|YCS|5487|YRT|132||0|AT4|54|124|66.51|3584.5|2023-01-01|43.54838709677419
7F|2354|YVQ|155|YZF|196||0|73M|29|65|59.87|2539.4|2023-01-01|44.61538461538462
7G|4388|HND|2359|KIX|3992||0|320|27|81|70.39|1220.43|2023-01-01|33.33333333333333
7G|4388|KKJ|2311|HND|2359||0|320|71|142|73.12|3177.83|2023-01-01|50.0
7H|16726|AUK|7199|EMK|7087|Y|0|CNA|30|87|61.1|2466.81|2023-01-01|34.48275862068966
7H|16726|BET|3599|KWK|7096|Y|0|CNA|67|152|78.56|2130.8|2023-01-01|44.07894736842105
7H|16726|ELI|7184|KKA|7190|Y|0|PAG|29|68|76.22|1311.16|2023-01-01|42.64705882352941
7H|16726|FAI|3832|SCC|3620||0|DH8|19|74|61.04|3754.2000000000003|2023-01-01|25.675675675675674
7H|16726|HSL|7108|KYU|7208|Y|0|CNC|42|104|69.15|2353.1|2023-01-01|40.38461538461539
7H|16726|KKH|7213|BET|3599|Y|0|CNA|54|129|70.47|2920.61|2023-01-01|41.86046511627907
7H|16726|KKH|7213|KWK|7096|Y|0|CNA|71|150|79.8|2316.5|2023-01-01|47.333333333333336
7H|16726|KKI|\N|AKI|7217|Y|0|CNA|27|69|65.61|3974.48|2023-01-01|39.130434782608695
7H|16726|KUK|7094|NUP|7212|Y|0|CNA|34|131|50.25|1197.6000000000001|2023-01-01|25.954198473282442
7H|16726|KWN|7206|TOG|6767|Y|0|CNA|76|152|65.96|3212.19|2023-01-01|50.0
7H|16726|NUI|7092|BRW|3571|Y|0|BE1|65|153|62.31|7228.76|2023-01-01|42.48366013071895
7H|16726|NUI|7092|SCC|3620|Y|0|BE1|69|160|53.64|3831.78|2023-01-01|43.125
7H|16726|OBU|7180|ABL|7177|Y|0|CNC|79|175|57.1|982.41|2023-01-01|45.14285714285714
7H|16726|OME|3615|SHH|6723|Y|0|PAG CNT|36|89|55.63|1158.5|2023-01-01|40.44943820224719
7H|16726|OTZ|3693|WLK|7182|Y|0|CNC|75|157|77.42|1285.43|2023-01-01|47.77070063694268
7H|16726|SCC|3620|FAI|3832||0|DH8|79|174|70.76|2292.3|2023-01-01|45.40229885057471
7H|16726|TLA|7186|OME|3615|Y|0|PAG|48|113|53.12|3684.9|2023-01-01|42.47787610619469
7H|16726|UNK|7088|SKK|7192|Y|0|CNC|33|111|56.65|1076.34|2023-01-01|29.72972972972973
7H|16726|VAK|5968|SCM|7209|Y|0|CNA|84|175|56.46|3256.85|2023-01-01|48.0
7H|16726|WAA|7187|OME|3615|Y|0|PAG CNT|38|98|71.09|1003.37|2023-01-01|38.775510204081634
