CodAerolinea|IDAerolinea|AeropuertoOrigen|AeropuertoOrigenID|AeropuertoDestino|AeropuertoDestinoID|OperadoCarrier|Stops|Equipamiento|TicketsVendidos|Lugares|PrecioTicket|KilometrosTotales|Fecha|ocupacion
2G|1654|HTA|2935|IKT|2937||0|AN4|226|242|53.06|1622.02|2023-01-01|93.38842975206612
2G|1654|IKT|2937|HTA|2935||0|AN4|244|284|66.36|1570.52|2023-01-01|85.91549295774648
2G|1654|KCK|\N|IKT|2937||0|AN4|270|307|62.12|1393.54|2023-01-01|87.94788273615634
2G|1654|MJZ|2925|OVB|4078||0|A81|245|252|51.37|1317.86|2023-01-01|97.22222222222221
2G|1654|ODO|8944|IKT|2937||0|AN4|190|191|73.19|1304.39|2023-01-01|99.47643979057592
2G|1654|OVB|4078|BTK|2936||0|A81|305|338|66.86|1534.46|2023-01-01|90.23668639053254
2G|1654|OVB|4078|IKT|2937||0|A81|176|202|79.11|1096.53|2023-01-01|87.12871287128714
2I|8359|HUU|6067|LIM|2789||0|141|343|345|50.55|3772.79|2023-01-01|99.42028985507247
2I|8359|LIM|2789|AYP|2786||0|142|332|382|74.6|3092.96|2023-01-01|86.91099476439791
2I|8359|LIM|2789|CUZ|2812||0|142 141|169|179|61.07|2106.7|2023-01-01|94.41340782122904
2I|8359|TPP|2806|IQT|2801||0|142|248|280|57.3|4634.13|2023-01-01|88.57142857142857
2I|8359|TPP|2806|LIM|2789||0|142 146|184|195|79.59|894.34|2023-01-01|94.35897435897435
2J|470|ABJ|253|BOY|247||0|CRJ|221|236|72.81|3725.03|2023-01-01|93.64406779661016
2J|470|ACC|248|OUA|246||0|CRJ|271|275|59.69|4263.8|2023-01-01|98.54545454545455
2J|470|BKO|1044|DKR|1084||0|M87|344|372|55.58|1723.6000000000001|2023-01-01|92.47311827956989
2J|470|BOY|247|ABJ|253||0|CRJ|75|87|61.53|920.56|2023-01-01|86.20689655172413
2J|470|OUA|246|ACC|248||0|CRJ|90|102|79.64|2038.7|2023-01-01|88.23529411764706
2J|470|OUA|246|BKO|1044||0|M87 CRJ|214|222|71.1|1046.81|2023-01-01|96.3963963963964
2J|470|OUA|246|DKR|1084||0|M87|259|273|53.68|1994.55|2023-01-01|94.87179487179486
2K|1338|BOG|2709|GYE|2673||0|319|252|290|56.69|1485.3999999999999|2023-01-01|86.89655172413792
2K|1338|BOG|2709|UIO|2688||0|319 320|158|165|66.24|4446.22|2023-01-01|95.75757575757575
2K|1338|GYE|2673|BOG|2709||0|319|220|242|69.08|2822.39|2023-01-01|90.9090909090909
2L|2750|RMF|4197|ZRH|1678||0|319|67|72|68.41|1179.01|2023-01-01|93.05555555555556
2N|3652|ARN|737|OER|722||0|ATR|339|361|73.52|2283.33|2023-01-01|93.90581717451524
2N|3652|ARN|737|VHM|729||0|SF3|168|178|51.27|951.59|2023-01-01|94.3820224719101
2N|3652|ARN|737|VXO|711||0|SF3|195|229|53.07|2839.5|2023-01-01|85.1528384279476
2N|3652|GEV|715|KRF|718||0|ATP|324|370|73.26|3357.7999999999997|2023-01-01|87.56756756756758
2N|3652|HAD|709|VXO|711||0|SF3|127|128|71.11|1134.24|2023-01-01|99.21875
2N|3652|JKG|688|ARN|737||0|ATP SF3|308|322|50.37|1532.57|2023-01-01|95.65217391304348
2N|3652|MHQ|442|TKU|460||0|SF3|242|284|77.57|1306.87|2023-01-01|85.2112676056338
2N|3652|TRF|664|ARN|737||0|SF3|238|263|76.26|1547.09|2023-01-01|90.49429657794677
2N|3652|VBY|746|ARN|737||0|SF3 ATP|138|139|56.27|1436.51|2023-01-01|99.28057553956835
2O|146|ADQ|3531|AOS|7167||0|BNI|301|326|56.8|858.42|2023-01-01|92.33128834355828
2O|146|ADQ|3531|KOZ|7164||0|BNI|324|327|55.39|4657.48|2023-01-01|99.08256880733946
2P|897|BSO|6019|MNL|2397||0|DH4|311|314|58.96|1528.0|2023-01-01|99.04458598726114
2P|897|CRM|6024|MNL|2397||0|DH4|259|299|71.39|2995.81|2023-01-01|86.62207357859532
2P|897|KLO|2430|MNL|2397||0|320|314|356|68.11|1801.37|2023-01-01|88.20224719101124
2P|897|LGP|4203|MNL|2397||0|320|294|342|54.01|1682.38|2023-01-01|85.96491228070175
2P|897|MNL|2397|DWC|8076||0|330|206|215|79.97|4234.4|2023-01-01|95.81395348837209
2P|897|MNL|2397|SUG|6016||0|DH4|327|331|58.77|2746.71|2023-01-01|98.79154078549848
2P|897|MNL|2397|ZAM|2404||0|320|345|361|62.73|4734.63|2023-01-01|95.56786703601108
2P|897|SUG|6016|MNL|2397||0|DH4|321|366|77.34|944.57|2023-01-01|87.70491803278688
2P|897|TUG|6021|MNL|2397||0|DH4|342|344|74.66|6248.8|2023-01-01|99.4186046511628
2Z|1729|BRA|7373|BSB|2531||0|AT7|131|152|63.69|821.66|2023-01-01|86.18421052631578
2Z|1729|BSB|2531|BRA|7373||0|AT7|314|341|52.52|4317.04|2023-01-01|92.08211143695014
2Z|1729|BSB|2531|OPS|7367||0|AT7|224|258|77.73|6071.0|2023-01-01|86.82170542635659
2Z|1729|CGB|2548|OPS|7367||0|AT7|147|158|74.56|1887.81|2023-01-01|93.0379746835443
2Z|1729|CGR|2538|DOU|7380||0|AT7|151|155|64.64|3321.89|2023-01-01|97.41935483870968
2Z|1729|DOU|7380|CGR|2538||0|AT7|233|269|63.79|2338.62|2023-01-01|86.61710037174721
2Z|1729|DOU|7380|GRU|2564||0|AT7|250|280|58.31|7068.9|2023-01-01|89.28571428571429
2Z|1729|GRU|2564|DOU|7380||0|AT7|256|289|78.67|2043.05|2023-01-01|88.58131487889274
2Z|1729|GRU|2564|UBA|2635||0|AT7|318|324|61.57|1775.94|2023-01-01|98.14814814814815
2Z|1729|GRU|2564|UDI|2633||0|AT7|334|377|78.2|3937.77|2023-01-01|88.59416445623343
2Z|1729|GRU|2564|VDC|6039||0|AT7|318|320|55.72|1599.1|2023-01-01|99.375
2Z|1729|GYN|2562|RAO|2613||0|AT7|289|311|52.72|1231.7|2023-01-01|92.92604501607717
2Z|1729|OPS|7367|BSB|2531||0|AT7|322|326|62.06|1375.86|2023-01-01|98.77300613496932
2Z|1729|PLU|2528|RAO|2613||0|AT7|291|331|77.62|857.38|2023-01-01|87.91540785498489
2Z|1729|PMW|4214|GYN|2562||0|AT7|132|141|77.96|2094.69|2023-01-01|93.61702127659575
2Z|1729|RAO|2613|GIG|2560||0|AT7|329|336|73.3|2094.04|2023-01-01|97.91666666666666
2Z|1729|RAO|2613|UDI|2633||0|AT7|171|200|73.51|4603.8|2023-01-01|85.5
2Z|1729|SJP|2619|RAO|2613||0|AT7|237|264|79.53|7548.7|2023-01-01|89.77272727272727
2Z|1729|SSA|2621|VDC|6039||0|AT7|182|187|76.69|3326.57|2023-01-01|97.32620320855615
2Z|1729|UBA|2635|UDI|2633||0|AT7|211|222|69.61|2586.3999999999996|2023-01-01|95.04504504504504
2Z|1729|UDI|2633|GRU|2564||0|AT7|262|277|72.25|1054.65|2023-01-01|94.58483754512635
2Z|1729|UDI|2633|RAO|2613||0|AT7|304|312|59.07|1675.93|2023-01-01|97.43589743589743
2Z|1729|UDI|2633|UBA|2635||0|AT7|204|219|62.48|2766.03|2023-01-01|93.15068493150685
2Z|1729|VDC|6039|GRU|2564||0|AT7|259|298|62.95|1155.77|2023-01-01|86.91275167785236
2Z|1729|VDC|6039|SSA|2621||0|AT7|309|312|74.7|5811.0|2023-01-01|99.03846153846155
3E|10739|BRL|5726|STL|3678||0|CNC|320|362|73.99|6847.200000000001|2023-01-01|88.39779005524862
3E|10739|ORD|3830|DEC|4042||0|CNC|120|128|71.31|1208.07|2023-01-01|93.75
3F|16262|CGA|7144|KTN|3808||0|DHP|246|252|74.48|1957.58|2023-01-01|97.61904761904762
3F|16262|HYL|7145|CGA|7144||0|DHP|343|345|52.92|2369.31|2023-01-01|99.42028985507247
3F|16262|HYL|7145|KTN|3808||0|DHP|323|333|75.84|1882.01|2023-01-01|96.996996996997
3F|16262|KTN|3808|KTB|7147||0|DHP|87|96|62.63|2363.49|2023-01-01|90.625
3G|595|BCN|1218|BJL|1050||0|319|284|306|56.85|6530.1|2023-01-01|92.81045751633987
3G|595|BJL|1050|BCN|1218||0|319|230|244|66.97|2327.94|2023-01-01|94.26229508196722
3G|595|BJL|1050|DKR|1084||0|319|345|388|54.06|1378.05|2023-01-01|88.91752577319588
3G|595|CKY|4162|OXB|5665||0|319|84|85|76.41|7636.900000000001|2023-01-01|98.82352941176471
3G|595|DKR|1084|OXB|5665||0|319|65|67|55.42|2561.55|2023-01-01|97.01492537313433
3G|595|DLA|897|DKR|1084||0|319|316|351|79.51|8254.95|2023-01-01|90.02849002849003
3G|595|FNA|1059|DKR|1084||0|319|333|386|70.23|2736.23|2023-01-01|86.26943005181347
3G|595|LGW|502|FNA|1059||0|319|204|223|56.73|2516.61|2023-01-01|91.4798206278027
3G|595|OXB|5665|CKY|4162||0|319|165|166|71.03|3944.63|2023-01-01|99.3975903614458
3H|\N|YGW|5496|YSK|5529||0|DH8|75|88|79.28|7261.0|2023-01-01|85.22727272727273
3H|\N|YGW|5496|YUD|5515||0|DH8|290|340|65.89|7269.099999999999|2023-01-01|85.29411764705883
3H|\N|YKG|5481|YVP|154||0|DH8 DHT|161|183|57.85|5700.5|2023-01-01|87.97814207650273
3H|\N|YKL|80|YVP|154||0|DH8 BET|302|347|65.43|7962.6|2023-01-01|87.03170028818444
3H|\N|YKL|80|YWK|161||0|BET|29|34|72.96|5819.0|2023-01-01|85.29411764705883
3H|\N|YPJ|5508|YVP|154||0|DHT|57|61|50.97|6203.01|2023-01-01|93.44262295081968
3H|\N|YPX|6727|YVP|154||0|BET|316|350|60.59|2879.24|2023-01-01|90.28571428571428
3H|\N|YQB|111|YKL|80||0|DH8|309|343|57.62|3198.43|2023-01-01|90.0874635568513
3H|\N|YQB|111|YUL|146||0|DH8|292|304|74.86|3078.68|2023-01-01|96.05263157894737
3H|\N|YQC|5499|YKG|5481||0|DH8|290|300|58.17|2078.75|2023-01-01|96.66666666666667
3H|\N|YTQ|6728|YVP|154||0|DHT DH8|314|338|64.39|989.64|2023-01-01|92.89940828402366
3H|\N|YUD|5515|YGW|5496||0|DH8|234|261|63.41|4540.17|2023-01-01|89.65517241379311
3H|\N|YUL|146|YGW|5496||0|DH8|272|319|75.67|4221.8|2023-01-01|85.26645768025078
3H|\N|YUY|149|YGW|5496||0|DH8|280|306|75.91|1854.24|2023-01-01|91.50326797385621
3H|\N|YUY|149|YUL|146||0|DH8|143|152|71.11|7716.7|2023-01-01|94.07894736842105
3H|\N|YVP|154|YPH|5520||0|BET|283|331|54.6|1043.57|2023-01-01|85.49848942598187
3H|\N|YVP|154|YTQ|6728||0|DHT DH8|300|328|51.09|2987.79|2023-01-01|91.46341463414635
3H|\N|YWB|7253|YZG|5535||0|DH8|299|310|60.34|1353.64|2023-01-01|96.45161290322581
3H|\N|YZG|5535|YWB|7253||0|DH8|131|153|63.97|4495.09|2023-01-01|85.62091503267973
3J|5521|JIB|4119|DXB|2188||0|737|216|251|77.51|1956.95|2023-01-01|86.05577689243027
3J|5521|JIB|4119|MGQ|5687||0|737|300|325|56.28|3572.38|2023-01-01|92.3076923076923
3J|5521|MGQ|5687|NBO|4059||0|737|139|161|62.37|2262.63|2023-01-01|86.33540372670807
3J|5521|NBO|4059|MGQ|5687||0|737|344|369|51.17|2424.46|2023-01-01|93.22493224932249
3K|3021|BKK|3885|SIN|3316||0|320|261|263|56.02|2703.92|2023-01-01|99.23954372623575
3K|3021|HKT|3179|SIN|3316||0|320|335|335|61.61|2895.6|2023-01-01|100.0
3K|3021|KIX|3992|MNL|2397||0|320|275|280|76.98|2495.33|2023-01-01|98.21428571428571
3K|3021|KIX|3992|TPE|2276||0|320|317|342|64.96|7372.4|2023-01-01|92.69005847953217
3K|3021|KUL|3304|SIN|3316||0|320|240|268|66.68|3904.0|2023-01-01|89.55223880597015
3K|3021|SIN|3316|BKK|3885||0|320|183|183|67.71|2495.6|2023-01-01|100.0
3K|3021|SIN|3316|HAK|4120||0|320|338|343|64.34|3073.25|2023-01-01|98.54227405247813
3K|3021|SIN|3316|HGH|3386||0|320|174|178|72.45|2107.7000000000003|2023-01-01|97.75280898876404
3K|3021|SIN|3316|RGN|3239||0|320|277|323|58.87|2750.76|2023-01-01|85.75851393188854
3K|3021|SIN|3316|SGN|3205||0|320|251|283|63.86|3500.01|2023-01-01|88.69257950530034
3K|3021|SIN|3316|SWA|4302||0|320|324|373|75.07|5057.5|2023-01-01|86.8632707774799
3K|3021|SWA|4302|SIN|3316||0|320|325|331|71.78|2429.89|2023-01-01|98.18731117824774
3K|3021|TPE|2276|KIX|3992||0|320|169|172|64.02|1771.18|2023-01-01|98.25581395348837
3L|2916|DUS|345|FDH|382||0|DH3|246|247|59.16|3704.64|2023-01-01|99.59514170040485
3L|2916|EBA|1558|ACH|1679||0|DH3|277|284|74.9|4697.68|2023-01-01|97.53521126760563
3L|2916|EBA|1558|FDH|382||0|DH3|321|335|56.35|816.61|2023-01-01|95.82089552238806
3L|2916|EBA|1558|ZRH|1678||0|DH3|287|303|78.63|2529.96|2023-01-01|94.71947194719472
3L|2916|FDH|382|ZAD|1209||0|AT7|330|353|74.6|1481.02|2023-01-01|93.48441926345609
3L|2916|GRZ|1609|ZRH|1678||0|DH3|239|276|52.29|4608.1|2023-01-01|86.59420289855072
3L|2916|SZG|1612|ZRH|1678||0|DH3|99|109|58.36|931.35|2023-01-01|90.82568807339449
3L|2916|ZRH|1678|DRS|338||0|DH3|251|289|60.49|6624.6|2023-01-01|86.85121107266436
3L|2916|ZRH|1678|GRZ|1609||0|DH3|232|259|59.26|5882.5|2023-01-01|89.57528957528957
3M|\N|ATL|3682|LWB|6958||0|SF3|282|304|67.73|2394.4|2023-01-01|92.76315789473685
3M|\N|ATL|3682|MSL|5756||0|SF3|219|242|68.06|2614.8|2023-01-01|90.49586776859503
3M|\N|EYW|3875|RSW|3793||0|SF3|154|165|72.04|3776.01|2023-01-01|93.33333333333333
3M|\N|FLL|3533|FPO|1948||0|SF3|260|266|65.65|1871.81|2023-01-01|97.74436090225564
3M|\N|FLL|3533|GGT|1941||0|SF3|281|286|54.56|7663.58|2023-01-01|98.25174825174825
3M|\N|FLL|3533|MHH|1930||0|SF3|324|349|55.85|6198.3|2023-01-01|92.83667621776505
3M|\N|FLL|3533|TPA|3646||0|SF3|240|252|64.94|4995.400000000001|2023-01-01|95.23809523809523
3M|\N|GGT|1941|GHB|1944||0|SF3|218|242|73.22|1629.38|2023-01-01|90.08264462809917
3M|\N|GNV|3472|TPA|3646||0|SF3|229|256|52.19|7693.0|2023-01-01|89.453125
3M|\N|LWB|6958|ATL|3682||0|SF3|255|257|50.63|2461.56|2023-01-01|99.22178988326849
3M|\N|MCO|3878|MCN|3754||0|SF3|286|319|57.24|2236.01|2023-01-01|89.65517241379311
3M|\N|MCO|3878|RSW|3793||0|SF3|337|354|52.09|7236.1|2023-01-01|95.19774011299435
3M|\N|MCO|3878|TLH|3698||0|SF3|185|215|58.6|2325.4|2023-01-01|86.04651162790698
3M|\N|MHH|1930|MCO|3878||0|SF3|225|243|50.92|7695.1|2023-01-01|92.5925925925926
3M|\N|MHH|1930|PBI|3722||0|SF3|266|278|57.59|3625.73|2023-01-01|95.68345323741008
3M|\N|PBI|3722|ELH|1943||0|SF3|131|135|58.03|2436.29|2023-01-01|97.03703703703704
3M|\N|PNS|3564|MCO|3878||0|SF3|2|2|55.95|3661.3999999999996|2023-01-01|100.0
3M|\N|RSW|3793|EYW|3875||0|SF3|225|229|72.59|3284.4|2023-01-01|98.2532751091703
3M|\N|TCB|1934|FLL|3533||0|SF3|217|225|67.45|2603.1|2023-01-01|96.44444444444444
3M|\N|TPA|3646|FLL|3533||0|SF3|312|341|79.87|2334.1|2023-01-01|91.49560117302052
3M|\N|TPA|3646|PNS|3564||0|SF3|158|176|51.81|838.1|2023-01-01|89.77272727272727
3O|9818|BCN|1218|NDR|5673||0|320|135|151|73.56|1318.1999999999998|2023-01-01|89.40397350993378
3O|9818|BRU|302|NDR|5673||0|320|206|220|74.13|1225.67|2023-01-01|93.63636363636364
3O|9818|CMN|1074|BCN|1218||0|320|212|248|56.47|896.89|2023-01-01|85.48387096774194
3O|9818|CMN|1074|BRU|302||0|320|85|99|74.18|2756.73|2023-01-01|85.85858585858585
3O|9818|CMN|1074|CUF|1534||0|320|30|31|70.37|2299.5|2023-01-01|96.7741935483871
3O|9818|CMN|1074|MPL|1359||0|320|111|113|64.79|3362.7999999999997|2023-01-01|98.23008849557522
3O|9818|FEZ|1066|MPL|1359||0|320|166|188|63.63|860.45|2023-01-01|88.29787234042553
3O|9818|LGW|502|TNG|1080||0|320|229|268|73.94|1326.57|2023-01-01|85.44776119402985
3O|9818|NDR|5673|AMS|580||0|320|168|172|55.62|1801.23|2023-01-01|97.67441860465115
3O|9818|TLS|1273|CMN|1074||0|320|266|273|72.02|1372.2|2023-01-01|97.43589743589743
3O|9818|TNG|1080|BRU|302||0|320|270|288|70.12|1178.28|2023-01-01|93.75
3O|9818|TNG|1080|LGW|502||0|320|328|374|69.56|1851.1000000000001|2023-01-01|87.70053475935828
3O|9818|TSF|1539|CMN|1074||0|320|321|363|68.92|1234.66|2023-01-01|88.42975206611571
3P|5002|CUR|2897|AUA|2895||0|SH6|182|210|58.54|824.71|2023-01-01|86.66666666666667
3R|3545|ASF|2966|LED|2948||0|SU9|335|376|67.55|1418.42|2023-01-01|89.09574468085107
3R|3545|BHK|2980|DME|4029||0|734|316|361|73.5|1835.17|2023-01-01|87.53462603878116
3R|3545|DME|4029|NMA|6150||0|734|132|135|50.5|1175.22|2023-01-01|97.77777777777777
3R|3545|DME|4029|NVI|6485||0|734|101|105|72.6|3263.44|2023-01-01|96.19047619047619
3R|3545|FEG|6149|DME|4029||0|734|185|206|51.44|4298.02|2023-01-01|89.80582524271846
3R|3545|KSQ|6153|DME|4029||0|734|268|288|62.9|1601.24|2023-01-01|93.05555555555556
3S|11741|CAY|2774|FDF|2878||0|320|324|339|61.29|1894.48|2023-01-01|95.57522123893806
3S|11741|CUR|2897|SDQ|1762||0|AT5|159|184|64.44|3086.09|2023-01-01|86.41304347826086
3S|11741|DOM|2877|PTP|2881||0|AT5|203|217|58.81|2642.0|2023-01-01|93.54838709677419
3S|11741|PTP|2881|ANU|2874||0|AT5|217|225|64.13|2438.07|2023-01-01|96.44444444444444
3S|11741|PTP|2881|SFG|2879||0|AT5|179|185|78.73|1217.22|2023-01-01|96.75675675675676
3S|11741|PTP|2881|SXM|2899||0|AT5|270|304|57.85|920.55|2023-01-01|88.81578947368422
3S|11741|SDQ|1762|SXM|2899||0|AT5|313|326|78.33|6298.200000000001|2023-01-01|96.0122699386503
3S|11741|SFG|2879|PTP|2881||0|AT5|303|356|62.08|1625.03|2023-01-01|85.1123595505618
3S|11741|SLU|2893|FDF|2878||0|AT5|234|241|62.53|3133.2|2023-01-01|97.0954356846473
3S|11741|SXM|2899|SDQ|1762||0|AT5|120|135|72.47|2660.8|2023-01-01|88.88888888888889
3U|4608|CAN|3370|CKG|3393||0|321 320|269|274|65.64|846.63|2023-01-01|98.17518248175182
3U|4608|CGO|3375|KMG|3382||0|320|197|202|79.6|2118.96|2023-01-01|97.52475247524752
3U|4608|CGQ|4380|CGO|3375||0|321|294|317|57.59|7070.1|2023-01-01|92.74447949526814
3U|4608|CGQ|4380|NKG|3388||0|320|188|201|78.68|816.4|2023-01-01|93.53233830845771
3U|4608|CGQ|4380|TSN|3368||0|320 319|272|318|60.36|3185.54|2023-01-01|85.53459119496856
3U|4608|CKG|3393|CAN|3370||0|321 320|69|73|74.14|4499.68|2023-01-01|94.52054794520548
3U|4608|CKG|3393|CGO|3375||0|321|248|291|72.21|2664.94|2023-01-01|85.2233676975945
3U|4608|CKG|3393|CTU|3395||0|330|285|293|71.42|6492.799999999999|2023-01-01|97.26962457337885
3U|4608|CKG|3393|HAK|4120||0|319|215|240|66.71|3665.78|2023-01-01|89.58333333333334
3U|4608|CKG|3393|INC|4085||0|321|110|111|79.12|877.8|2023-01-01|99.09909909909909
3U|4608|CKG|3393|NGB|3387||0|319|262|279|55.43|2457.65|2023-01-01|93.9068100358423
3U|4608|CKG|3393|SWA|4302||0|319|304|341|66.55|6536.599999999999|2023-01-01|89.14956011730204
3U|4608|CKG|3393|SYX|4030||0|320|243|275|73.45|3017.22|2023-01-01|88.36363636363636
3U|4608|CKG|3393|TNA|4108||0|321|180|211|53.17|2473.84|2023-01-01|85.30805687203792
3U|4608|CKG|3393|TYN|3369||0|321|198|215|54.59|1385.36|2023-01-01|92.09302325581396
3U|4608|CKG|3393|WUX|6390||0|319|331|377|64.67|1005.03|2023-01-01|87.79840848806366
3U|4608|CKG|3393|XNN|6366||0|320|123|142|66.64|5892.9|2023-01-01|86.61971830985915
3U|4608|CKG|3393|ZHA|6357||0|319|252|267|66.14|4972.5|2023-01-01|94.3820224719101
3U|4608|CTU|3395|CSX|3371||0|320|275|321|62.25|1354.02|2023-01-01|85.66978193146417
3U|4608|CTU|3395|HAK|4120||0|321|253|254|54.21|3380.1|2023-01-01|99.60629921259843
3U|4608|CTU|3395|HDG|8407||0|319|304|317|66.31|1136.7|2023-01-01|95.89905362776025
3U|4608|CTU|3395|HGH|3386||0|320 319|230|234|60.63|2650.39|2023-01-01|98.29059829059828
3U|4608|CTU|3395|ICN|3930||0|321|291|326|74.96|3921.28|2023-01-01|89.2638036809816
3U|4608|CTU|3395|INC|4085||0|321|296|313|69.23|3655.6|2023-01-01|94.56869009584665
3U|4608|CTU|3395|JHG|4055||0|319|307|308|57.43|1373.47|2023-01-01|99.67532467532467
3U|4608|CTU|3395|KOW|6379||0|320|294|321|52.72|853.02|2023-01-01|91.58878504672897
3U|4608|CTU|3395|LXA|4097||0|330 319|185|214|54.2|6024.299999999999|2023-01-01|86.44859813084112
3U|4608|CTU|3395|TAO|3390||0|321|325|366|60.11|1502.76|2023-01-01|88.79781420765028
3U|4608|CTU|3395|WUH|3376||0|319|319|333|50.51|3626.18|2023-01-01|95.7957957957958
3U|4608|CTU|3395|XMN|3383||0|320|98|100|78.4|1900.75|2023-01-01|98.0
3U|4608|CTU|3395|XNN|6366||0|320|293|333|76.5|1162.85|2023-01-01|87.98798798798799
3U|4608|CTU|3395|YIH|6361||0|320|344|381|78.29|886.13|2023-01-01|90.28871391076116
3U|4608|CTU|3395|YTY|8876||0|319|189|218|74.17|1919.76|2023-01-01|86.69724770642202
3U|4608|DLC|3404|HGH|3386||0|320|177|205|79.27|7450.92|2023-01-01|86.34146341463415
3U|4608|DLC|3404|HRB|3400||0|320|322|357|67.68|5313.02|2023-01-01|90.19607843137256
3U|4608|DNH|4308|LHW|6431||0|319|247|287|56.32|1315.25|2023-01-01|86.06271777003485
3U|4608|DYG|6353|NKG|3388||0|319|294|319|67.4|3599.82|2023-01-01|92.16300940438872
3U|4608|GXH|9311|LXA|4097||0|319|89|96|68.65|3766.3|2023-01-01|92.70833333333334
3U|4608|HAK|4120|HGH|3386||0|320|210|224|69.95|1657.47|2023-01-01|93.75
3U|4608|HFE|3389|CTU|3395||0|321|281|283|57.99|1373.17|2023-01-01|99.29328621908127
3U|4608|HGH|3386|DLC|3404||0|320|271|293|72.81|2966.63|2023-01-01|92.4914675767918
3U|4608|HGH|3386|TSN|3368||0|320|206|225|67.7|2898.7|2023-01-01|91.55555555555556
3U|4608|HGH|3386|TYN|3369||0|320|117|118|64.61|1905.14|2023-01-01|99.15254237288136
3U|4608|HKG|3077|YIH|6361||0|320|319|351|58.7|1482.5|2023-01-01|90.88319088319088
3U|4608|HRB|3400|INC|4085||0|321|302|343|75.46|2370.63|2023-01-01|88.0466472303207
3U|4608|HRB|3400|NKG|3388||0|319|337|391|79.56|3320.07|2023-01-01|86.18925831202046
3U|4608|HRB|3400|WNZ|6392||0|321|264|272|64.72|1144.81|2023-01-01|97.05882352941177
3U|4608|INC|4085|KWL|3372||0|320|254|271|79.36|2702.63|2023-01-01|93.72693726937268
3U|4608|JIQ|8781|CTU|3395||0|320|291|333|64.45|1265.59|2023-01-01|87.38738738738738
3U|4608|JJN|6386|WUH|3376||0|319|218|226|66.45|1792.51|2023-01-01|96.46017699115043
3U|4608|KHN|3384|CKG|3393||0|319|255|280|63.76|3449.76|2023-01-01|91.07142857142857
3U|4608|KHN|3384|KMG|3382||0|319|319|355|74.33|915.57|2023-01-01|89.85915492957747
3U|4608|KHN|3384|NGB|3387||0|321|211|242|62.31|4488.4|2023-01-01|87.19008264462809
3U|4608|KMG|3382|KWE|3394||0|320|302|320|63.37|6352.7|2023-01-01|94.375
3U|4608|KMG|3382|TAO|3390||0|320|245|285|69.22|1352.29|2023-01-01|85.96491228070175
3U|4608|KMG|3382|XUZ|4149||0|320|343|397|65.17|2774.14|2023-01-01|86.39798488664987
3U|4608|KOW|6379|CTU|3395||0|320|323|353|75.35|2446.42|2023-01-01|91.5014164305949
3U|4608|KOW|6379|XMN|3383||0|320|337|364|76.12|2234.24|2023-01-01|92.58241758241759
3U|4608|KWE|3394|CTU|3395||0|320|228|246|55.28|805.27|2023-01-01|92.6829268292683
3U|4608|LHW|6431|CKG|3393||0|319 321|330|362|71.49|1902.8999999999999|2023-01-01|91.16022099447514
3U|4608|LHW|6431|KWE|3394||0|321|247|269|59.94|1894.88|2023-01-01|91.82156133828995
3U|4608|LJG|4033|CKG|3393||0|319|282|288|54.83|2389.09|2023-01-01|97.91666666666666
3U|4608|LUM|6376|KMG|3382||0|319|350|368|68.65|5530.1|2023-01-01|95.1086956521739
